-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
-1.200000 -1.200000 -1.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.200000 2.200000 2.200000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
2.300000 2.300000 2.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.300000 3.300000 3.300000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.500000 3.500000 3.500000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
3.700000 3.700000 3.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.700000 4.700000 4.700000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
4.800000 4.800000 4.800000
